Stemming;label
wow jahat siswa loan orang sandwich generation siswa loan;negative
iya lahir sandwich generation mana kakak tua urus nafkah ekor adikadiknya sd balita bantu orang tua bayar hutangpiutang tumpuk orang tua kerja;neutral
ngerokok mabuk main judi sandwich generation hasil lulus top universitas minus jawir;neutral
enggak pernah alhamdulilah orang tua problematik sandwich generation sulit uang bantu orang tua malu;negative
orang teman orang jawa lahir gtt sandwich generation suka kpop fokus rl rajin rajin anak orang pikir muluk lomba lccosn mana guru utama pikir introvert malu;negative
indonesia sesuai lulus langsung kerja kerja gaji sesuaidibawah umr sandwich generation bunga malay mampu lunas utang indonesia bawah asli keliru samain kondisi diindo malay;neutral
hubung kakak lina sehat sehat sandwich generation;neutral
tinggal jakarta living decently spending juta non generation sandwich oke sesuai gaji segitu jakarta kayak engap untung sesuai kerja cile makan kosan relatif murce;positive
settingan tinggal rantau ngeluh sandwich generation ngasuh oper saudara ngasuh waeisan kumpul iya panti jompo bangun masif butuh lansia;neutral
sandwich generation istilah gambar generasi jepit tanggung rawat orang tua anakanak butuh perhati kali nemu pakai dukung orang tua tanggung anak;negative
teman anak bungsu asa sandwich generation;neutral
sehat sehat sandwich generation semangat;positive
teman bilang vibes akun budak korporat sandwich generation buka sosial media sesuai luang meeting klien fakta;neutral
sibuk cari rezeki soalny sandwich generation;neutral
kesal bnaget pikir anak investasi cikal sandwich generation muncul kasihan anak wey;negative
sandwich generation kiah tamat smk alhamdulilah kerja gaji nghidupin keluarga pas cita kuliahin adik lihat berita maju mundur iya gaji tertawa;positive
beban istilah sandwich generation uang dia sibuk pikir idol kipop umur anjing muak bodoh ditanyain mending bqgus idol kipopnya iya tidak tahu anjing;negative
aduh aduh anak sandwich generation iya kakak;negative
iya sadar lahir menjad sandwich generation;neutral
umur kakak kakak sandwich generation berkah rezeki kuat pundak amin;positive
sandwich generation nyiapin pensiun pasang orang tua renta;neutral
biar sehat jasmani rohani upaya cegah turun sandwich generation caregiver sehat gitu produktif cari uang kurang beban bpjs;neutral
tmnku orang australia usia lulus lulus pilih kerja kursus uang hasil kerja jalanjalan keliling dunia traveling wisata mainstream bolivia sandwich generation;positive
eh sumpah lucu guru jugaaaakk sabar tipis gaji cocok sandwich generation;negative
diroasting anak sandwich generation tulang punggung keluarga;neutral
balik angka positif pph tangis karyawan sandwich generation nabung bayar utang keluarga;neutral
della nemenin gaji jtbulan sandwich generation;neutral
berani resign work ganti posisi sandwich generation lanjut resign kerja cari kerja kerja sulit lokasi kota takut sulit;neutral
juta bulan eh tertawa lumayan anak sandwich generation batu orang tua;negative
produk dana pensiun orang tua asumsi umur segitu orang pensiun anak cari uang orang tua pegang uang anak bikin anak sandwich generation;neutral
aduh enak serasa tri milik keluarga bayang anda tikus hormat liar indonesia indonesa negara maju sekolah kuliah sehat gratis sandwich generation lansia pensiun;positive
ajar bitcoin forex saham putus finansial berani karir sandwich generation trap;neutral
umur kerja serabutan tabung parah sandwich generation;neutral
negara kerja anak muda gaji umr sandwich generation tawar ide siswa loan perintah ngatasin pinjam online negara stres selamat tinggal pindah kewarganegaraan;neutral
turut bela orangtua pikir jernih gapantas bilang orang tua anak iya paham konsekuensi tua paksa sandwich generation;negative
resiko sandwich generation pikir nikah anak iya sandwich generation anak nasib;negative
hidup sandwich generation bikin tekan ngefangirl ngefangirl bikin tekan mana cari healingnya ayo semangat;neutral
kepala cenut cenut sandwich generation tertawa;neutral
saudara bikin kecewa sedalemdalemnya sandwich generation maju dipalakin tante om susah know its their fault but smuanya beranta keluarga;negative
fokus nabung biar cabut rumah model hitung sandwich generation;neutral
single sandwich generation gaji segitu nabung keluarga anak gaji juta ngepas zaman orang ken hidup layak kualitas zaman orde hidup makan;negative
anak sd nabung beli hp jancuk jual orang tua sehat sehat sandwich generation;neutral
bilang sandwich generation istilah jadi wabah covid;negative
jujur suka pikir sandwich generation kerja keras kuatir tabung utuh ketemu bk menit juta situs bk indonesia;positive
ajar hidup orang tua terap cipta sandwich generation moga cipta generasi orang tua;neutral
malas hidup zaman sandwich generation;negative
sandwich generation tolong semangatin kakak;neutral
ajur tenan awak su asu ngene ki nek rintis sandwich generation;neutral
sehat sehat sandwich generation kuat ayo kuat;positive
middle kelas ft sandwich generation hati butuh psikolog alias gweh;neutral
susah kelas tengah sandwich generation jepit pikir warga perintah dzolim;negative
benar sandwich generation enaak egee;positive
anak maniez sandwich generation dalem badan jiwa kuat;positive
susah susah hak anak aku minjem depan anak nurutin mau orang tua terus sandwich generation mana hak penuh butuh;negative
bubar kali iya negara sendi buat bijak negara lomba bikin bijak bodoh rugi kelas tengah kelas disubsidibansos kelas tax amnesty dsb kelas tengah gencet sandwich generation hidup negara;negative
dapat digit nabung rupiah sandwich generation hehehehe anjing;neutral
jalan dosen lb universitas akademi temu mahasiswa cerdas paksa putus kuliah biaya harap could bantu such waste be sandwich generation;neutral
butuh hidup hari golong sandwich generation mana keluarga gantung maksimal saving uang;neutral
semangat iya calon sandwich generation asaallah yusahhiluki;positive
mudah iya allah urus harap cepat kerja sandwich generation rasa huhu;neutral
sehat sekolah lulus kerja anak sandwich generation hidup balas jasa orang tua emaknya toxic;negative
salah tahan sandwich generation berani ambil action sifat high risk high return kerja negeri couldnt agree more;positive
kakak teman lahir sandwich generation;neutral
iya allah tolong kasih lelaki raya bayarin cicil hutang keluarga iya allah kesal sandwich generation nikmat uang iya allah;negative
tebak arya sandwich generation sesuai dewasa orang tua doyan jual jualin harta anak;neutral
kasihan anak sandwich generation moga lekas pulih iya dik sekolah main;negative
wisboh capekkkk pokok dalam keluarga rumuse ngewehi salah ra ngewehi salah ngertio ngono ket ndisik ndang metu omah digandoli kon sandwich generation ra trimo sandwich wi krupul gapit;negative
salut orangorang sandwich generation mentingin keluarga duper keren samping lupa iya bikin bahagia semangat;positive
udahmah gen gabung lingkar sandwich generation pasuk quarter hidup of crisis hidup tengah zaman konten konten orang gila orang gila orang gila gen tahan banting;negative
gue ih belah bogor receh jamet cakep utama percaya diri sandwich generation agama akhlak tolong bimbing masss;positive
amin iya allah lancar rezeki cewek sandwich generation iya allah;positive
indonesia aku fatherlessnya lewat dar fatherless sandwich generation masuk bagi;neutral
sandwich generation anak sulung kerja keras hidupin adeknya;positive
semangat kerja sandwich generation orang pilih;positive
aku nekat bikin usaha modal orang tua privilege sandwich generation acknowledge this dukung got albeit indirectly;neutral
kipk dilema sender uang saku kipk untuk operasional kuliah paham keluarga mana kipk butuh keluarga sandwich generation;neutral
jujur sandwich gen sakit rela putus citacita penuh sandwich generation;positive
lakilaki salah sandwich generation broken rumah anak pungut yatim piatu were made conquer somethin this world moaning complain just;neutral
keren semangat sandwich generation moga lancar rejekinyaaa sonnnn;positive
sikap becus kakak biayain adeknya minimal tau kakak kagak susah sayang sandwich generation;negative
sikon perempuan keluarga sandwich generation gapapa tugas rumah suka ngerjain suka rumah perintilannya suka barang;positive
gantung butuh mampu ekonomi teman jujur uang mending bus segi kualitas ajar networking alumni signaling mata usaha menang bus ekonomi lemah sandwich generation dsb pilih ut iya;negative
komen maki beban hidup beungeut sia hurung iya allah pulang kerja jam gin lihat status teman ngamuk kerja kuliah menuhin butuh sandwich generation gebuk kepala iya orang kesal;negative
ibu izin nginep sbnernya tertawa tidak tahu iya hmmm kesal sandwich generation;negative
kakak keren kakak usaha minimal samping sandwich generation rumah;neutral
uang tabung paksa uang ngumpul paksa nabung kayny cocok tinggal korea jepang pikir makesense masuk akal ujung sandwich generation tertawa;negative
pikir mantan sulit nikah udhnya umur yatim sandwich generation;negative
dosa self reward anak perempuan jebak sandwich generation;negative
eldest daughter syndrome hitting hard tambah beban sandwich generation allah swt bantu ringan beban;neutral
ngejalanin hidup sandwich generation bangga;positive
cekikik bom diledekin potong pendek jungwoo yuta muji potong bagus anak senang konsep sandwich generation yut;positive
orang zaman nolong tanggung dicritain kalah sandwich generation zaman pantesan sepupu keluarga segan orang tua;negative
selamat era bayi parasit istri anggap mesin muas nafsu rumah tangga anggap babu suami anggap atm jalan taat orgtua sandwich generation taat suami budak patriark jalan agama anggap kena doktrin;negative
selamat era bayi parasit istri anggap mesin muas nafsu rumah tangga anggap babu suami anggap atm jalan taat orgtua sandwich generation taat suami patriark jalan agama anggap kena doktrin;neutral
capeee mumet banget sandwich generation nangess susah juang financial freedom tua biar anak gajadi sandgen;negative
tinggal orang tua sandwich generation tanggung kucing gadun;negative
kakak lin hidup enak iya anak sandwich generation yatim tinggal usaha bidang edan wes syukur;positive
buka usaha jual roti nama toko sandwichgeneration laku iya kayak orang beli gajadi bayang beban;positive
coba omong tunggal kuli asih makan anak janda tinggal kabur laki wanita korban kdrt wanita sandwich generation keluarga;neutral
rasai suami ngajakin ngontrak hidup damping orang tua gaseenak fasilitas adi gabakalan ngerundel kesal sandwich generation;negative
nangkring anak jaksel milenial nangkring keluh sandwich generation urus transfer uang orang tua kayak nyambit elus dada;negative
milenial sandwich generation kuat iya percaya orang tua sedikit pikir bahagia khawatir anak aset pelihara anak investasi isi kepala;positive
iya kakak biar tau akar sandwich generation mangkas jamin tua mahal biaya anak salah agama bicara agama kagak;negative
sandwich generation uang suruh judi bitcoin aduh;neutral
tambah bahas universal sandwich generation sudut pandang yakin pribadi backfire tawar selesai holistik;positive
iya koar sandwich generation koar terhimpit know there are many types of sandwich generation kerja tau kapabilitas keluarga generalisasi frik teh;negative
solusi sandwich generation minimal bitcoin bulan valid sir;neutral
solusi sandwich generation bitcoin valid;neutral
sandwich generation terhimpit paham jotos tengah username beliaw;neutral
tau nanggung gara sok tau posisi koar hidup tidak adil daily sandwich generation checkkkk tone deaf;negative
